date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:33:32	443384/443384	---M--	200	added ('OK')	image/png	etag:%226622d6ce-6c3f8%22	https://webfolio.neocities.org/Daniel/assets/img/portfolio/4.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/portfolio/4.png	(from https://webfolio.neocities.org/Daniel/)
14:33:32	236410/236410	---M--	200	added ('OK')	image/png	etag:%226622d6d4-39b7a%22	https://webfolio.neocities.org/Daniel/assets/img/portfolio/5.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/portfolio/5.png	(from https://webfolio.neocities.org/Daniel/)
14:33:32	231321/231321	---M--	200	added ('OK')	image/png	etag:%226622d6c9-38799%22	https://webfolio.neocities.org/Daniel/assets/img/portfolio/6.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/portfolio/6.png	(from https://webfolio.neocities.org/Daniel/)
14:33:32	1213629/1213629	---M--	200	added ('OK')	image/png	etag:%226622d6d7-1284bd%22	https://webfolio.neocities.org/Daniel/assets/img/portfolio/7.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/portfolio/7.png	(from https://webfolio.neocities.org/Daniel/)
14:33:33	1378856/1378856	---M--	200	added ('OK')	image/png	etag:%226622d6d1-150a28%22	https://webfolio.neocities.org/Daniel/assets/img/portfolio/8.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/portfolio/8.png	(from https://webfolio.neocities.org/Daniel/)
14:33:33	720337/720337	---M--	200	added ('OK')	image/png	etag:%226622d6c7-afdd1%22	https://webfolio.neocities.org/Daniel/assets/img/portfolio/9.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/portfolio/9.png	(from https://webfolio.neocities.org/Daniel/)
14:33:33	710563/710563	---M--	200	added ('OK')	image/png	etag:%226622d6b5-ad7a3%22	https://webfolio.neocities.org/Daniel/assets/img/testimonial/1.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/testimonial/1.png	(from https://webfolio.neocities.org/Daniel/)
14:33:33	456239/456239	---M--	200	added ('OK')	image/png	etag:%226622d6b0-6f62f%22	https://webfolio.neocities.org/Daniel/assets/img/testimonial/2.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/testimonial/2.png	(from https://webfolio.neocities.org/Daniel/)
14:33:33	818792/818792	---M--	200	added ('OK')	image/png	etag:%226622d6ad-c7e68%22	https://webfolio.neocities.org/Daniel/assets/img/testimonial/3.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/testimonial/3.png	(from https://webfolio.neocities.org/Daniel/)
14:33:34	792410/792410	---M--	200	added ('OK')	image/png	etag:%226622d6b7-c175a%22	https://webfolio.neocities.org/Daniel/assets/img/testimonial/4.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/testimonial/4.png	(from https://webfolio.neocities.org/Daniel/)
14:33:34	559478/559478	---M--	200	added ('OK')	image/png	etag:%226622d6ba-88976%22	https://webfolio.neocities.org/Daniel/assets/img/testimonial/5.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/testimonial/5.png	(from https://webfolio.neocities.org/Daniel/)
14:33:34	21843/21843	---M--	200	added ('OK')	image/jpeg	etag:%226622d6bd-5553%22	https://webfolio.neocities.org/Daniel/assets/img/blog/1.jpg	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/blog/1.jpg	(from https://webfolio.neocities.org/Daniel/)
14:33:34	21114/21114	---M--	200	added ('OK')	image/jpeg	etag:%226622d6bf-527a%22	https://webfolio.neocities.org/Daniel/assets/img/blog/2.jpg	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/blog/2.jpg	(from https://webfolio.neocities.org/Daniel/)
14:33:34	25345/25345	---M--	200	added ('OK')	image/jpeg	etag:%226622d6bc-6301%22	https://webfolio.neocities.org/Daniel/assets/img/blog/3.jpg	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/blog/3.jpg	(from https://webfolio.neocities.org/Daniel/)
14:33:35	60635/60635	---MCZ	200	added ('OK')	application/javascript	etag:W/%226622d68a-ecdb%22	https://webfolio.neocities.org/Daniel/assets/js/bootstrap.min.js	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/js/bootstrap.min.js	(from https://webfolio.neocities.org/Daniel/)
14:33:35	87533/87533	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c01cfe-155ed%22	https://webfolio.neocities.org/Daniel/assets/js/jquery.min.js	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/js/jquery.min.js	(from https://webfolio.neocities.org/Daniel/)
14:33:35	17946/17946	---MCZ	200	added ('OK')	application/javascript	etag:W/%226622d691-461a%22	https://webfolio.neocities.org/Daniel/assets/js/jquery.waypoints.js	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/js/jquery.waypoints.js	(from https://webfolio.neocities.org/Daniel/)
14:33:35	1115/1115	---MCZ	200	added ('OK')	application/javascript	etag:W/%226622d692-45b%22	https://webfolio.neocities.org/Daniel/assets/js/jquery.counterup.min.js	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/js/jquery.counterup.min.js	(from https://webfolio.neocities.org/Daniel/)
14:33:36	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%226622d690-4ef8%22	https://webfolio.neocities.org/Daniel/assets/js/jquery.magnific-popup.min.js	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/js/jquery.magnific-popup.min.js	(from https://webfolio.neocities.org/Daniel/)
14:33:36	8182/8182	---MCZ	200	added ('OK')	application/javascript	etag:W/%226622d68c-1ff6%22	https://webfolio.neocities.org/Daniel/assets/js/wow.min.js	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/js/wow.min.js	(from https://webfolio.neocities.org/Daniel/)
14:33:36	9843/9843	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c01cff-2673%22	https://webfolio.neocities.org/Daniel/assets/js/typed.js	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/js/typed.js	(from https://webfolio.neocities.org/Daniel/)
14:33:36	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%226622d68f-ad36%22	https://webfolio.neocities.org/Daniel/assets/js/owl.carousel.min.js.js	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/js/owl.carousel.min.js.js	(from https://webfolio.neocities.org/Daniel/)
14:33:37	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%226622d68d-8a75%22	https://webfolio.neocities.org/Daniel/assets/js/isotope.pkgd.min.js	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/js/isotope.pkgd.min.js	(from https://webfolio.neocities.org/Daniel/)
14:33:37	4594/4594	---MCZ	200	added ('OK')	application/javascript	etag:W/%226622d693-11f2%22	https://webfolio.neocities.org/Daniel/assets/js/main.js	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/js/main.js	(from https://webfolio.neocities.org/Daniel/)
14:33:37	117852/117852	---M--	200	added ('OK')	application/octet-stream	etag:%226622d697-1cc5c%22	https://webfolio.neocities.org/Daniel/assets/webfonts/fa-brands-400.woff2	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/webfonts/fa-brands-400.woff2	(from https://webfolio.neocities.org/Daniel/assets/css/fontawesome-all.min.css)
14:33:37	209128/209128	---M--	200	added ('OK')	application/octet-stream	etag:%226622d69f-330e8%22	https://webfolio.neocities.org/Daniel/assets/webfonts/fa-brands-400.ttf	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/webfonts/fa-brands-400.ttf	(from https://webfolio.neocities.org/Daniel/assets/css/fontawesome-all.min.css)
14:33:38	25392/25392	---M--	200	added ('OK')	application/octet-stream	etag:%226622d696-6330%22	https://webfolio.neocities.org/Daniel/assets/webfonts/fa-regular-400.woff2	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/webfonts/fa-regular-400.woff2	(from https://webfolio.neocities.org/Daniel/assets/css/fontawesome-all.min.css)
14:33:38	67860/67860	---M--	200	added ('OK')	application/octet-stream	etag:%226622d6a0-10914%22	https://webfolio.neocities.org/Daniel/assets/webfonts/fa-regular-400.ttf	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/webfonts/fa-regular-400.ttf	(from https://webfolio.neocities.org/Daniel/assets/css/fontawesome-all.min.css)
14:33:38	156400/156400	---M--	200	added ('OK')	application/octet-stream	etag:%226622d69d-262f0%22	https://webfolio.neocities.org/Daniel/assets/webfonts/fa-solid-900.woff2	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/webfonts/fa-solid-900.woff2	(from https://webfolio.neocities.org/Daniel/assets/css/fontawesome-all.min.css)
14:33:38	420332/420332	---M--	200	added ('OK')	application/octet-stream	etag:%226622d69b-669ec%22	https://webfolio.neocities.org/Daniel/assets/webfonts/fa-solid-900.ttf	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/webfonts/fa-solid-900.ttf	(from https://webfolio.neocities.org/Daniel/assets/css/fontawesome-all.min.css)
14:33:39	4792/4792	---M--	200	added ('OK')	application/octet-stream	etag:%226622d6a1-12b8%22	https://webfolio.neocities.org/Daniel/assets/webfonts/fa-v4compatibility.woff2	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/webfonts/fa-v4compatibility.woff2	(from https://webfolio.neocities.org/Daniel/assets/css/fontawesome-all.min.css)
14:33:39	10832/10832	---M--	200	added ('OK')	application/octet-stream	etag:%226622d698-2a50%22	https://webfolio.neocities.org/Daniel/assets/webfonts/fa-v4compatibility.ttf	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/webfonts/fa-v4compatibility.ttf	(from https://webfolio.neocities.org/Daniel/assets/css/fontawesome-all.min.css)
14:33:39	347/347	---M--	404	error ('Not%20Found')	text/html	etag:%22651a69a0-15b%22	https://webfolio.neocities.org/Daniel/assets/css/owl.video.play.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/css/owl.video.play.png	(from https://webfolio.neocities.org/Daniel/assets/css/owl.carousel.min.css)
14:33:40	1700970/1700970	---M--	200	added ('OK')	image/png	etag:%226622d685-19f46a%22	https://webfolio.neocities.org/Daniel/assets/img/hero.png	C:/Users/CS%20139/Desktop/PortafolioFrida/webfolio.neocities.org/Daniel/assets/img/hero.png	(from https://webfolio.neocities.org/Daniel/assets/css/main.css)
